COLL_STOP,XE-131M,XE-133M,XE-133,XE-135,,
23/02/2008 18:07,0.086367292,0.048122778,3.053301387,0.12135536,,
24/02/2008 06:07,0.071229309,0.040368737,0.486490052,-0.243206522,,
24/02/2008 18:07,-0.008621268,0.483788743,16.85805262,0.949129885,,
25/02/2008 06:07,0.054534788,0.282945834,16.28202102,0.626783223,,
25/02/2008 18:07,0.008505317,-0.056508832,1.062515484,0.129252249,,
26/02/2008 06:07,0.044985177,-0.00223355,0.920548503,0.082083164,,
26/02/2008 18:07,-0.03457304,0.03485455,0.191316731,0.004361036,,
27/02/2008 06:07,0.01173272,0.010818361,0.218585977,0.086354601,,
27/02/2008 18:07,0.042167721,-0.036295229,0.218193197,-0.185126777,,
28/02/2008 06:07,0.016022379,0.008634904,0.092660818,-0.061279105,,
28/02/2008 18:07,0.046045626,-0.002223443,0.209442257,0.223407745,,
29/02/2008 06:07,0.12187424,0.00587697,0.231896153,0.092845978,,
29/02/2008 19:11,0.043321152,-0.024716061,0.47254756,4.582499302,,
01/03/2008 07:11,-0.072898988,-0.079845685,0.360365733,0.975799296,,
04/03/2008 07:11,0.113944904,-0.012680419,0.386052033,-0.137320019,,
04/03/2008 19:11,0.011427477,-0.007827818,0.442498927,-0.127577892,,
05/03/2008 07:11,0.203968324,-0.04688228,3.891106072,0.227088396,,
05/03/2008 19:11,-0.014777824,-0.00466318,0.921372689,0.230870725,,
06/03/2008 07:11,0.088049001,0.097609455,2.00799791,0.055151094,,
06/03/2008 19:11,-2.08002E-05,0.121220687,2.247897146,0.277098084,,
07/03/2008 07:11,-0.020129119,0.024786239,2.885479512,-0.218292976,,
07/03/2008 19:11,0.06638416,0.024607712,1.043179658,0.017079014,,
08/03/2008 07:11,-0.037414758,-0.047613544,1.465613277,0.190617646,,
08/03/2008 19:11,0.038218242,0.034679436,0.566589983,-0.036481042,,
09/03/2008 07:11,0.183461189,0.081092909,0.219462695,-0.057896851,,
09/03/2008 19:11,0.269018159,-0.031281796,0.649971557,0.040017937,,
10/03/2008 07:11,0.08217497,0.002281768,5.518897774,0.221776503,,
10/03/2008 19:11,0.11281162,0.081131735,2.726285843,-0.164835481,,
11/03/2008 07:11,0.073016514,0.0345186,0.414917987,-0.150126682,,
11/03/2008 19:11,0.070763205,0.053935646,0.735452406,-0.206508509,,
13/03/2008 07:11,0.096952018,0.037815933,0.842471487,-0.015214956,,
13/03/2008 19:11,-0.007604442,0.112744165,1.632411531,0.148658294,,
14/03/2008 07:11,0.078359996,-0.003859248,0.681638634,0.193183606,,
14/03/2008 19:11,0.04966091,0.019165167,0.417974585,0.075483114,,
15/03/2008 07:11,-0.00539015,-0.021009628,0.147413718,-0.194049543,,
15/03/2008 19:11,0.004811594,-0.036362425,0.169074397,0.018599045,,
16/03/2008 07:11,-0.073775228,0.001550436,1.41711587,0.037125913,,
16/03/2008 19:11,-0.038222225,0.016956684,0.34819129,0.08607554,,
17/03/2008 07:11,0.01052515,0.034572405,0.191624662,0.194651479,,
17/03/2008 19:11,-0.026764633,0.018116338,0.163118022,0.014714738,,
18/03/2008 07:11,0.011127486,0.021914019,0.141247183,-0.089929988,,
18/03/2008 19:11,0.021435875,-0.061884589,0.080641353,0.143190596,,
19/03/2008 07:11,0.075202019,0.037480513,0.559353345,0.177244698,,
19/03/2008 19:11,0.025074229,-0.013068375,0.447489235,0.000784491,,
20/03/2008 07:11,0.100605521,0.066324183,0.21930531,-0.146223029,,
22/03/2008 07:11,0.119776106,0.13451558,6.585116769,0.837876729,,
22/03/2008 19:11,0.015578437,-0.014124018,1.06038868,0.092868073,,
23/03/2008 07:11,-0.022443497,-0.006348131,0.101226159,-0.099629225,,
23/03/2008 19:11,0.053212482,-0.017394211,0.174930253,-0.114256499,,
24/03/2008 07:11,0.151238906,-0.01473503,0.225994824,0.01919072,,
24/03/2008 19:11,0.054498027,-0.01082601,0.555074788,-0.023238199,,
25/03/2008 07:11,0.061573655,-0.00777908,7.563174164,0.29937977,,
25/03/2008 19:11,-0.036214641,0.078654526,2.02719666,-0.054615072,,
26/03/2008 07:11,0.024280781,-0.086558997,1.049612927,0.058597686,,
